id1,text1,entity1,id2,text2,entity2,text_similarity_score,entity_similarity_score,date_difference
nifty_376,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,nifty_381,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,1.0000005,1.0,13
nifty_376,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,nifty_404,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,1.0000004,1.0,57
nifty_381,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,nifty_404,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,1.0000004,1.0,44
nifty_647,Midway Gold Appoints New CFO,midway gold|new cfo|midway|gold,nifty_774,Midway Gold Appoints New CFO,midway gold|new cfo|midway|gold,1.0000004,1.0,232
nifty_715,The Advisory Board Company to Present at Upcoming Conferences,the advisory board company|upcoming conferences|advisory|board,nifty_868,The Advisory Board Company to Present at Upcoming Conferences,the advisory board company|upcoming conferences|advisory|board,1.0000004,1.0,287
nifty_272,The Advisory Board Company to Present at Upcoming Conferences,the advisory board company|upcoming conferences|advisory|board,nifty_715,The Advisory Board Company to Present at Upcoming Conferences,the advisory board company|upcoming conferences|advisory|board,1.0000001,1.0,825
nifty_272,The Advisory Board Company to Present at Upcoming Conferences,the advisory board company|upcoming conferences|advisory|board,nifty_868,The Advisory Board Company to Present at Upcoming Conferences,the advisory board company|upcoming conferences|advisory|board,1.0000001,1.0,1112
nifty_797,BRIEF-Moneysupermarket.Com appoints Bruce Carnegie-Brown as chairman,brief-moneysupermarket.com|bruce carnegie-brown|chairman|brief|moneysupermarket|com|bruce|carnegie|brown,nifty_797,BRIEF- Moneysupermarket.com appoints Bruce Carnegie-Brown as chairman,moneysupermarket.com|bruce carnegie-brown|chairman|brief-|bruce|carnegie|brown,1.0000001,0.45454545454545453,0
nifty_147,REG - Evolve Capital PLC - Director/PDMR Shareholding,- evolve capital plc|director/pdmr shareholding|evolve|capital|plc|pdmr,nifty_367,REG - Evolve Capital PLC - Director/PDMR Shareholding,- evolve capital plc|director/pdmr shareholding|evolve|capital|plc|pdmr,1.0,1.0,403
nifty_147,REG - Evolve Capital PLC - Director/PDMR Shareholding,- evolve capital plc|director/pdmr shareholding|evolve|capital|plc|pdmr,nifty_498,REG - Evolve Capital PLC - Director/PDMR Shareholding,- evolve capital plc|director/pdmr shareholding|evolve|capital|plc|pdmr,1.0,1.0,649
nifty_237,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_276,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,1.0,1.0,70
nifty_237,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_364,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,1.0,1.0,230
nifty_237,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_427,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,1.0,1.0,350
nifty_276,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_364,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,1.0,1.0,160
nifty_276,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_427,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,1.0,1.0,280
nifty_364,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_427,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,1.0,1.0,120
