distribution,bin_size,log_loss,auc,aic,bic,params,log_loss_rank,auc_rank,aic_rank,bic_rank,avg_rank
Burr_III,120,0.23503059237193988,0.6390931372549019,4.47006118474388,17.13996444758879,"[2.0993776872008896e-13, 0.24794915043053906]",19.0,27.0,14.0,85.0,36.25
Burr_III,95,0.24562296605131093,0.6578649566201433,4.491245932102622,17.141857991607786,"[1.5728520482308263e-13, 0.24932648900155105]",43.0,12.0,30.0,87.0,43.0
Burr_III,116,0.2459183852858444,0.7032239493379389,4.491836770571688,17.166533899566037,"[2.1824400981534572e-13, 0.2468917126848516]",46.0,6.0,32.0,106.0,47.5
Burr_III,91,0.23927973340192155,0.6059829059829059,4.478559466803843,17.05361631302737,"[7.595549883430485e-15, 0.2581055793686287]",35.0,106.0,25.0,72.0,59.5
Burr_III,136,0.25126201444461327,0.6135335252982311,4.502524028889226,17.16280494938199,"[1.94333234124233e-13, 0.24801448662415448]",57.0,77.0,40.0,101.0,68.75
Burr_III,128,0.29300226153556136,0.6553398058252428,4.586004523071122,17.196972558526504,"[1.6152393171174606e-13, 0.2492652812198152]",104.0,13.0,72.0,125.0,78.5
Burr_XII,99,0.28841763724296154,0.5906504065040651,4.576835274485923,17.134199600427735,"[1.9549398982175571e-16, 2.630730746620548]",98.0,173.0,68.0,81.0,105.0
Burr_III,139,0.268774346522181,0.5997425997425998,4.5375486930443625,17.252067000044185,"[4.0744476515276787e-13, 0.2423938677897774]",85.0,126.0,58.0,165.0,108.5
Burr_III,124,0.21575366289329073,0.5603174603174603,4.431507325786582,17.150713867469513,"[4.365706233458076e-13, 0.24337455672417266]",4.0,333.0,4.0,95.0,109.0
Burr_III,141,0.2392554030590591,0.5652173913043478,4.478510806118118,17.192090145964546,"[3.8329165256451336e-13, 0.2433195407397916]",31.0,291.0,22.0,119.0,115.75
Burr_III,150,0.3005117011497419,0.6322033898305085,4.601023402299484,17.310842459017064,"[4.4079236969053115e-13, 0.24181048568750244]",118.0,51.0,81.0,222.0,118.0
LogNormal,120,0.3156782775968451,0.6384803921568627,4.63135655519369,17.3012598180386,"[6.498786940139281, 2.2918335183117507e-13]",142.0,28.0,98.0,212.0,120.0
Burr_III,126,0.24095937493580782,0.5606060606060606,4.481918749871616,17.148940167837498,"[1.9738506899791953e-13, 0.24792751186533127]",37.0,327.0,26.0,91.0,120.25
Burr_III,114,0.26302469593222294,0.5716690716690718,4.526049391864446,17.201703916760277,"[2.0597769852030937e-13, 0.24594383265129088]",71.0,254.0,48.0,129.0,125.5
Burr_III,145,0.30471699960577653,0.6289473684210526,4.609433999211553,17.321134081226504,"[5.134468835828715e-13, 0.24156302663969564]",125.0,58.0,86.0,236.0,126.25
LogNormal,116,0.32391915258573667,0.7037996545768566,4.647838305171473,17.32253543416582,"[6.472749493631477, 1.6820846434167287e-13]",160.0,2.0,112.0,239.0,128.25
Burr_XII,145,0.3047170005610743,0.6214912280701754,4.609434001122149,17.3211340831371,"[9.797519848054596e-17, 2.697391412611497]",126.0,64.0,87.0,237.0,128.5
Burr_III,94,0.3088937048950979,0.6419294990723562,4.617787409790195,17.348201078626907,"[5.176622871893761e-13, 0.24030592880464394]",137.0,21.0,94.0,265.0,129.25
Burr_III,130,0.30898300183787103,0.5914467697907189,4.617966003675742,17.224480245381624,"[1.7360045066694047e-13, 0.2481732234955197]",139.0,160.0,96.0,142.0,134.25
Burr_III,102,0.29953040992522495,0.6058519793459552,4.59906081985045,17.32667858888421,"[2.6579712718637315e-14, 0.24067176745241647]",113.0,107.0,78.0,244.0,135.5
LogNormal,136,0.3252437353581332,0.6147675853558208,4.650487470716266,17.31076839120903,"[6.505287688501156, 6.454546261696928e-14]",161.0,67.0,113.0,221.0,140.5
Burr_III,99,0.2884176368247041,0.5630081300813009,4.576835273649408,17.13419959959122,"[8.4698719589462e-14, 0.2540524462281206]",97.0,319.0,67.0,80.0,140.75
Burr_III,138,0.28109410021353226,0.5646316063525123,4.562188200427064,17.16125734109226,"[1.1756425653172486e-13, 0.2513167297034816]",94.0,308.0,65.0,99.0,141.5
Burr_III,142,0.24774878670221628,0.5538431525555989,4.495497573404433,17.149982788320017,"[1.861371298180494e-13, 0.24880002152671205]",49.0,392.0,34.0,93.0,142.0
Burr_III,122,0.3226160181560198,0.5977798771846954,4.64523203631204,17.262123077083558,"[2.1533828476836163e-13, 0.24635075896989292]",153.0,139.0,107.0,180.0,144.75
Burr_III,137,0.22624261540005378,0.5471491228070176,4.452485230800107,17.167003537799932,"[3.518063849373123e-13, 0.24359594689206363]",13.0,458.0,10.0,108.0,147.25
LogNormal,95,0.33861426914403736,0.6589966050546964,4.677228538288075,17.327840597793237,"[6.545612597814235, 1.3449380717269629e-13]",196.0,8.0,139.0,246.0,147.25
Burr_III,112,0.2307761144337778,0.5418848167539267,4.461552228867555,17.138163691580687,"[2.211489666315708e-13, 0.24745313233949376]",16.0,515.0,12.0,83.0,156.5
Burr_III,97,0.26251860387175874,0.5499097676517031,4.525037207743518,17.09000321520464,"[5.935639000983056e-14, 0.25648165297906683]",67.0,444.0,46.0,73.0,157.5
Burr_III,143,0.23816156711939354,0.5452991452991454,4.476323134238787,17.18896306589509,"[3.796255234786007e-13, 0.2434440667131055]",26.0,475.0,18.0,117.0,159.0
Burr_III,129,0.3027230922625511,0.5648333750939614,4.6054461845251025,17.216414219980486,"[1.7172455162730963e-13, 0.24841788317444166]",121.0,302.0,84.0,140.0,161.75
LogNormal,128,0.3630656727523507,0.6545307443365697,4.726131345504701,17.337099380960083,"[6.56118253692297, 3.1965492468460404e-13]",236.0,14.0,170.0,254.0,168.5
Burr_III,87,0.3280349763189908,0.5942324185248713,4.656069952637981,17.315386087776773,"[2.9984406640727647e-13, 0.2436050378328931]",171.0,158.0,120.0,227.0,169.0
Burr_XII,87,0.328034976705569,0.5948756432246998,4.656069953411138,17.31538608854993,"[3.3466615819237823e-14, 2.686239512125954]",172.0,157.0,121.0,228.0,169.5
Burr_III,140,0.27442676228067187,0.5535662299854439,4.548853524561344,17.20333873947693,"[2.163221430437843e-13, 0.2471427035741148]",88.0,399.0,60.0,133.0,170.0
Burr_III,44,0.32725132194016354,0.5795476701111328,4.654502643880327,17.308020272903793,"[2.583628433641739e-13, 0.24396232542112326]",169.0,199.0,118.0,217.0,175.75
