id1,text1,id2,text2,text_similarity_score,entity_similarity_score,date_difference,pair_id,label,confidence,needs_human_review,evaluator_verdict,final_label
nifty_427,"BJ's Restaurants, Inc. to Present at March Investor Conferences",nifty_820,"BJ's Restaurants, Inc. to Present at March Investor Conferences",1.0000008,1.0,736,56bd23ad7209edef42de2db9eb58e7ba,True,5.0,False,,True
nifty_30,PNC Executive to Speak at Citigroup Investor Conference,nifty_427,PNC Executive to Speak at Citigroup Investor Conference,1.0000007,1.0,728,70c9cca1e48c55c66b6c7cf0217049ec,True,5.0,False,,True
nifty_218,Arthur J. Gallagher & Co. to Present at the Bank of America Merrill Lynch Insurance Conference,nifty_417,Arthur J. Gallagher & Co. to Present at The Bank of America Merrill Lynch Insurance Conference,1.0000007,1.0,365,4f89ad3dac783d18fc6d6a9ef7330799,True,5.0,False,,True
nifty_218,Arthur J. Gallagher & Co. to Present at the Bank of America Merrill Lynch Insurance Conference,nifty_609,Arthur J. Gallagher & Co. To Present At The Bank of America Merrill Lynch Insurance Conference,1.0000007,1.0,728,24c61c67e1b1cafb99a6671ce14e478f,True,5.0,False,,True
nifty_364,CA Technologies to Present at Investor Conferences,nifty_659,CA Technologies to Present at Investor Conferences,1.0000007,1.0,554,73668e577513468c08deda543a28f322,True,5.0,False,,True
nifty_364,CA Technologies to Present at Investor Conferences,nifty_701,CA Technologies to Present at Investor Conferences,1.0000007,1.0,632,73668e577513468c08deda543a28f322,True,5.0,False,,True
nifty_364,CA Technologies to Present at Investor Conferences,nifty_1164,CA Technologies to Present at Investor Conferences,1.0000007,1.0,1491,73668e577513468c08deda543a28f322,True,5.0,False,,True
nifty_376,Frontier Communications Corporation to Participate in Investor Conference,nifty_709,Frontier Communications Corporation to Participate in Investor Conference,1.0000007,1.0,625,21ef24b636aab3b2b5a15ecdf8a3f7a8,True,5.0,False,,True
nifty_376,Frontier Communications Corporation to Participate in Investor Conference,nifty_773,Frontier Communications Corporation to Participate in Investor Conference,1.0000007,1.0,743,21ef24b636aab3b2b5a15ecdf8a3f7a8,True,5.0,False,,True
nifty_578,Aetna to Hold Investor Conference,nifty_774,Aetna to Hold Investor Conference,1.0000007,1.0,365,cc129e722bfd2a31dd4e19ef1a279d28,True,5.0,False,,True
nifty_659,CA Technologies to Present at Investor Conferences,nifty_701,CA Technologies to Present at Investor Conferences,1.0000007,1.0,78,73668e577513468c08deda543a28f322,True,5.0,False,,True
nifty_659,CA Technologies to Present at Investor Conferences,nifty_1164,CA Technologies to Present at Investor Conferences,1.0000007,1.0,937,73668e577513468c08deda543a28f322,True,5.0,False,,True
nifty_701,CA Technologies to Present at Investor Conferences,nifty_1164,CA Technologies to Present at Investor Conferences,1.0000007,1.0,859,73668e577513468c08deda543a28f322,True,5.0,False,,True
nifty_709,Frontier Communications Corporation to Participate in Investor Conference,nifty_773,Frontier Communications Corporation to Participate in Investor Conference,1.0000007,1.0,118,21ef24b636aab3b2b5a15ecdf8a3f7a8,True,5.0,False,,True
nifty_2,OfficeMax Announces Date for 2010 Investor Day,nifty_7,OfficeMax Announces Date for 2010 Investor Day,1.0000006,1.0,9,350ef1b764ebf675340f2d2ea3323b63,True,5.0,False,,True
nifty_259,athenahealth to Present at Upcoming Investor Conferences,nifty_456,athenahealth to Present at Upcoming Investor Conferences,1.0000006,1.0,363,de756e34d59f35aa3e139689bd39e7fd,True,5.0,False,,True
nifty_404,Bill Barrett Corporation Announces Upcoming Investor Event,nifty_592,Bill Barrett Corporation Announces Upcoming Investor Event,1.0000006,1.0,355,33d4f6da34940b7ce48d6849310cd738,True,5.0,False,,True
nifty_417,Arthur J. Gallagher & Co. to Present at The Bank of America Merrill Lynch Insurance Conference,nifty_609,Arthur J. Gallagher & Co. To Present At The Bank of America Merrill Lynch Insurance Conference,1.0000006,1.0,363,5f3ab9a591bef43f8ede900c763f04a5,True,5.0,False,,True
nifty_427,Transcept Pharmaceuticals to Present at Two Upcoming Investor Conferences,nifty_608,Transcept Pharmaceuticals to Present at Two Upcoming Investor Conferences,1.0000006,1.0,342,84797ec4b1b8a391edef4f5ee1964be0,True,5.0,False,,True
nifty_565, Sunshine Heart to Present at Upcoming Investor Conferences,nifty_759,Sunshine Heart to Present at Upcoming Investor Conferences,1.0000006,1.0,363,74e7882c186f3e84a0f36cc34e192d08,True,5.0,False,,True
nifty_709,"CEVA, Inc. to Present at Upcoming Conferences",nifty_1008,"CEVA, Inc. to Present at Upcoming Conferences",1.0000006,1.0,560,10b43b0a88a78bc45dc28384f870bd12,True,5.0,False,,True
nifty_767,Skyworks to Present at Upcoming Investor Technology Conferences,nifty_1101,Skyworks to Present at Upcoming Investor Technology Conferences,1.0000006,1.0,624,4e2798b18a3f663c9c3b1efd19b176c8,True,5.0,False,,True
