id1,text1,entity1,id2,text2,entity2,text_similarity_score,entity_similarity_score,date_difference
nifty_99, Severstal Increases Stake in Crew Gold Corporation,severstal|stake|crew gold corporation|crew|gold|corporation,nifty_110, Severstal Increases Stake in Crew Gold Corporation,severstal|stake|crew gold corporation|crew|gold|corporation,1.0000007,1.0,20
nifty_1242,Gold Rises on Weaker Dollar,gold|weaker dollar,nifty_1369,Gold Rises on Weaker Dollar,gold|weaker dollar,1.0000007,1.0,231
nifty_1359,Gold Rises on Weaker Dollar,gold|weaker dollar,nifty_1369,Gold Rises on Weaker Dollar,gold|weaker dollar,1.0000007,1.0,21
nifty_166,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,nifty_214,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,1.0000006,1.0,91
nifty_166,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,nifty_219,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,1.0000006,1.0,99
nifty_166,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,nifty_404,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,1.0000006,1.0,441
nifty_214,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,nifty_216,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,1.0000006,1.0,5
nifty_216,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,nifty_219,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,1.0000006,1.0,3
nifty_216,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,nifty_404,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,1.0000006,1.0,345
nifty_1252,Gold Rises on Weaker Dollar,gold|weaker dollar,nifty_1369,Gold Rises on Weaker Dollar,gold|weaker dollar,1.0000006,1.0,215
nifty_98,REG - Gold Bullion Secs - Issue of Gold Bullion Securities,gold bullion|issue|gold bullion securities,nifty_121,REG - Gold Bullion Secs - Issue of Gold Bullion Securities,gold bullion|issue|gold bullion securities,1.0000005,1.0,41
nifty_98,REG - Gold Bullion Secs - Issue of Gold Bullion Securities,gold bullion|issue|gold bullion securities,nifty_243,REG - Gold Bullion Secs - Issue of Gold Bullion Securities,gold bullion|issue|gold bullion securities,1.0000005,1.0,265
nifty_98,REG - Gold Bullion Secs - Issue of Gold Bullion Securities,gold bullion|issue|gold bullion securities,nifty_259,REG - Gold Bullion Secs - Issue of Gold Bullion Securities,gold bullion|issue|gold bullion securities,1.0000005,1.0,294
nifty_98,REG - Gold Bullion Secs - Issue of Gold Bullion Securities,gold bullion|issue|gold bullion securities,nifty_338,REG - Gold Bullion Secs - Issue of Gold Bullion Securities,gold bullion|issue|gold bullion securities,1.0000005,1.0,436
nifty_98,REG - Gold Bullion Secs - Issue of Gold Bullion Securities,gold bullion|issue|gold bullion securities,nifty_376,REG - Gold Bullion Secs - Issue of Gold Bullion Securities,gold bullion|issue|gold bullion securities,1.0000005,1.0,504
nifty_98,REG - Gold Bullion Secs - Issue of Gold Bullion Securities,gold bullion|issue|gold bullion securities,nifty_394,REG - Gold Bullion Secs - Issue of Gold Bullion Securities,gold bullion|issue|gold bullion securities,1.0000005,1.0,540
nifty_98,REG - Gold Bullion Secs - Issue of Gold Bullion Securities,gold bullion|issue|gold bullion securities,nifty_420,REG - Gold Bullion Secs - Issue of Gold Bullion Securities,gold bullion|issue|gold bullion securities,1.0000005,1.0,589
nifty_113,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,nifty_214,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,1.0000005,1.0,184
nifty_113,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,nifty_217,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,1.0000005,1.0,190
nifty_113,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,nifty_219,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,1.0000005,1.0,192
nifty_113,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,nifty_237,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,1.0000005,1.0,226
nifty_113,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,nifty_268,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,1.0000005,1.0,282
nifty_113,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,nifty_318,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,1.0000005,1.0,373
nifty_113,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,nifty_332,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,1.0000005,1.0,400
nifty_113,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,nifty_404,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,1.0000005,1.0,534
nifty_113,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,nifty_427,REG - Gold Bullion Secs - Redemption of Gold Bullion Securities,gold bullion secs|redemption|gold bullion securities,1.0000005,1.0,576
