id1,text1,id2,text2,text_similarity_score,entity_similarity_score,date_difference,pair_id,label,confidence,needs_human_review,evaluator_verdict
nifty_496,Boeing Commercial Deliveries Rise,nifty_836,Boeing Commercial Deliveries Rise,1.0000007,1.0,637,6ebf78287bd7faa142354fafcc2977e8,True,5,False,
nifty_298,Boeing Raises India Sales Forecast,nifty_529,Boeing Raises India Sales Forecast,1.0000006,1.0,426,b8154d22128ef4c4419a03ee3d9bf580,True,5,False,
nifty_496,Boeing Commercial Deliveries Rise,nifty_740,Boeing Commercial Deliveries Rise,1.0000006,1.0,455,6ebf78287bd7faa142354fafcc2977e8,True,5,False,
nifty_740,Boeing Commercial Deliveries Rise,nifty_836,Boeing Commercial Deliveries Rise,1.0000006,1.0,182,6ebf78287bd7faa142354fafcc2977e8,True,5,False,
nifty_187,Airbus Raises Market Forecast,nifty_339,Airbus Raises Market Forecast,1.0000005,1.0,279,7e357874cfde7418a16fca30879331d6,True,5,False,
nifty_723,Ryanair Issues Profit Warning,nifty_757,Ryanair Issues Profit Warning,1.0000004,1.0,61,b0912c63165ffc3c753e9599ba321cc8,True,5,False,
nifty_1091,Boeing Earnings: What to Watch,nifty_1192,Boeing Earnings: What to Watch,1.0000002,1.0,188,dfff7c496b9ffacd37c1fe1c29e26db3,True,5,False,
nifty_1192,Boeing Earnings: What to Watch,nifty_1293,Boeing Earnings: What to Watch,1.0000002,1.0,183,dfff7c496b9ffacd37c1fe1c29e26db3,True,5,False,
nifty_1285,Airbus Cuts A380 Production Plans,nifty_1377,Airbus Cuts A380 Production Plans,1.0000002,1.0,168,5b1d70096c98d483dcb749cb08b5dd18,True,5,False,
nifty_115,Cathay Pacific Profit Soars,nifty_908,Cathay Pacific Profit Soars,1.0000001,1.0,1470,361c7d939ec0979b4a29e63e98446ead,True,5,False,
nifty_318,"Air T, Inc. Reports Unaudited First Quarter Earnings",nifty_708,"Air T, Inc. Reports Unaudited First Quarter Earnings",1.0000001,1.0,728,da43a89b9802f7a54b4783314ea679fd,True,5,False,
nifty_1091,Boeing Earnings: What to Watch,nifty_1293,Boeing Earnings: What to Watch,1.0000001,1.0,371,dfff7c496b9ffacd37c1fe1c29e26db3,True,5,False,
nifty_1313,SpaceX Signs First Customer for Launch of Refurbished Rocket,nifty_1314,SpaceX Signs First Customer for Launch of Refurbished Rocket,1.0000001,1.0,1,12ab2640bc8a450f2bee6b8c286cd705,True,5,False,
nifty_99,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,nifty_300,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,1.0,1.0,369,679eaa9bc0f96f68e29687800452d0fc,True,5,False,
nifty_473,Analysis: Golden age or bubble? Plane-makers walk the line,nifty_474,Analysis: Golden age or bubble? Plane-makers walk the line,1.0,1.0,1,302ee1c295248389136b31b9b4bd7f8a,True,5,False,
nifty_99,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,nifty_202,Semi-annual update on the AIR LIQUIDE liquidity contract,1.0,0.75,188,9df7461e936490cce4f6b7e374ed0244,True,5,False,
nifty_99,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,nifty_889,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,0.99999994,1.0,1464,679eaa9bc0f96f68e29687800452d0fc,True,5,False,
nifty_300,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,nifty_889,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,0.99999994,1.0,1095,679eaa9bc0f96f68e29687800452d0fc,True,5,False,
nifty_202,Semi-annual update on the AIR LIQUIDE liquidity contract,nifty_300,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,0.99999994,0.75,181,d6bd97f69bd13360ce7b2be368d34e05,True,5,False,
