id1,text1,entity1,id2,text2,entity2,text_similarity_score,entity_similarity_score,date_difference
nifty_427,"BJ's Restaurants, Inc. to Present at March Investor Conferences","bj's restaurants, inc.|march investor conferences|bj|restaurants|inc.|march",nifty_820,"BJ's Restaurants, Inc. to Present at March Investor Conferences","bj's restaurants, inc.|march investor conferences|bj|restaurants|inc.|march",1.0000008,1.0,736
nifty_30,PNC Executive to Speak at Citigroup Investor Conference,pnc executive|citigroup investor conference|pnc|citigroup|investor,nifty_427,PNC Executive to Speak at Citigroup Investor Conference,pnc executive|citigroup investor conference|pnc|citigroup|investor,1.0000007,1.0,728
nifty_218,Arthur J. Gallagher & Co. to Present at the Bank of America Merrill Lynch Insurance Conference,arthur j. gallagher|co.|america|arthur|j.|gallagher|bank|merrill|lynch|insurance|conference,nifty_417,Arthur J. Gallagher & Co. to Present at The Bank of America Merrill Lynch Insurance Conference,arthur j. gallagher|co.|america|arthur|j.|gallagher|bank|merrill|lynch|insurance|conference,1.0000007,1.0,365
nifty_218,Arthur J. Gallagher & Co. to Present at the Bank of America Merrill Lynch Insurance Conference,arthur j. gallagher|co.|america|arthur|j.|gallagher|bank|merrill|lynch|insurance|conference,nifty_609,Arthur J. Gallagher & Co. To Present At The Bank of America Merrill Lynch Insurance Conference,arthur j. gallagher|co.|america|arthur|j.|gallagher|bank|merrill|lynch|insurance|conference,1.0000007,1.0,728
nifty_364,CA Technologies to Present at Investor Conferences,ca technologies|investor conferences|ca|technologies,nifty_659,CA Technologies to Present at Investor Conferences,ca technologies|investor conferences|ca|technologies,1.0000007,1.0,554
nifty_364,CA Technologies to Present at Investor Conferences,ca technologies|investor conferences|ca|technologies,nifty_701,CA Technologies to Present at Investor Conferences,ca technologies|investor conferences|ca|technologies,1.0000007,1.0,632
nifty_364,CA Technologies to Present at Investor Conferences,ca technologies|investor conferences|ca|technologies,nifty_1164,CA Technologies to Present at Investor Conferences,ca technologies|investor conferences|ca|technologies,1.0000007,1.0,1491
nifty_376,Frontier Communications Corporation to Participate in Investor Conference,frontier communications corporation|investor conference|frontier|communications|corporation,nifty_709,Frontier Communications Corporation to Participate in Investor Conference,frontier communications corporation|investor conference|frontier|communications|corporation,1.0000007,1.0,625
nifty_376,Frontier Communications Corporation to Participate in Investor Conference,frontier communications corporation|investor conference|frontier|communications|corporation,nifty_773,Frontier Communications Corporation to Participate in Investor Conference,frontier communications corporation|investor conference|frontier|communications|corporation,1.0000007,1.0,743
nifty_578,Aetna to Hold Investor Conference,aetna|investor conference,nifty_774,Aetna to Hold Investor Conference,aetna|investor conference,1.0000007,1.0,365
nifty_659,CA Technologies to Present at Investor Conferences,ca technologies|investor conferences|ca|technologies,nifty_701,CA Technologies to Present at Investor Conferences,ca technologies|investor conferences|ca|technologies,1.0000007,1.0,78
nifty_659,CA Technologies to Present at Investor Conferences,ca technologies|investor conferences|ca|technologies,nifty_1164,CA Technologies to Present at Investor Conferences,ca technologies|investor conferences|ca|technologies,1.0000007,1.0,937
nifty_701,CA Technologies to Present at Investor Conferences,ca technologies|investor conferences|ca|technologies,nifty_1164,CA Technologies to Present at Investor Conferences,ca technologies|investor conferences|ca|technologies,1.0000007,1.0,859
nifty_709,Frontier Communications Corporation to Participate in Investor Conference,frontier communications corporation|investor conference|frontier|communications|corporation,nifty_773,Frontier Communications Corporation to Participate in Investor Conference,frontier communications corporation|investor conference|frontier|communications|corporation,1.0000007,1.0,118
nifty_2,OfficeMax Announces Date for 2010 Investor Day,officemax|date|2010 investor day,nifty_7,OfficeMax Announces Date for 2010 Investor Day,officemax|date|2010 investor day,1.0000006,1.0,9
nifty_259,athenahealth to Present at Upcoming Investor Conferences,athenahealth|upcoming investor conferences,nifty_456,athenahealth to Present at Upcoming Investor Conferences,athenahealth|upcoming investor conferences,1.0000006,1.0,363
nifty_404,Bill Barrett Corporation Announces Upcoming Investor Event,bill barrett corporation|upcoming investor event|bill|barrett|corporation,nifty_592,Bill Barrett Corporation Announces Upcoming Investor Event,bill barrett corporation|upcoming investor event|bill|barrett|corporation,1.0000006,1.0,355
nifty_417,Arthur J. Gallagher & Co. to Present at The Bank of America Merrill Lynch Insurance Conference,arthur j. gallagher|co.|america|arthur|j.|gallagher|bank|merrill|lynch|insurance|conference,nifty_609,Arthur J. Gallagher & Co. To Present At The Bank of America Merrill Lynch Insurance Conference,arthur j. gallagher|co.|america|arthur|j.|gallagher|bank|merrill|lynch|insurance|conference,1.0000006,1.0,363
nifty_427,Transcept Pharmaceuticals to Present at Two Upcoming Investor Conferences,transcept pharmaceuticals|two upcoming investor conferences|transcept|pharmaceuticals,nifty_608,Transcept Pharmaceuticals to Present at Two Upcoming Investor Conferences,transcept pharmaceuticals|two upcoming investor conferences|transcept|pharmaceuticals,1.0000006,1.0,342
nifty_565, Sunshine Heart to Present at Upcoming Investor Conferences,sunshine heart|upcoming investor conferences|sunshine|heart,nifty_759,Sunshine Heart to Present at Upcoming Investor Conferences,sunshine heart|upcoming investor conferences|sunshine|heart,1.0000006,1.0,363
nifty_709,"CEVA, Inc. to Present at Upcoming Conferences","ceva, inc.|upcoming conferences|ceva|inc.",nifty_1008,"CEVA, Inc. to Present at Upcoming Conferences","ceva, inc.|upcoming conferences|ceva|inc.",1.0000006,1.0,560
nifty_767,Skyworks to Present at Upcoming Investor Technology Conferences,skyworks|upcoming investor technology conferences,nifty_1101,Skyworks to Present at Upcoming Investor Technology Conferences,skyworks|upcoming investor technology conferences,1.0000006,1.0,624
nifty_810,Capstone Mining to Attend Upcoming Investor Conferences,capstone mining|upcoming investor conferences|capstone,nifty_1008,Capstone Mining to Attend Upcoming Investor Conferences,capstone mining|upcoming investor conferences|capstone,1.0000006,1.0,366
nifty_31,Cerner to Webcast Investment Community Meeting,cerner|investment community meeting|community,nifty_619,Cerner to Webcast Investment Community Meeting,cerner|investment community meeting|community,1.0000005,1.0,1090
nifty_134,Diebold to Webcast Investment Community Conference,diebold|investment community conference|investment|community|conference,nifty_412,Diebold to Webcast Investment Community Conference,diebold|investment community conference|investment|community|conference,1.0000005,1.0,511
nifty_170,Hologic to Participate in Three Investor Conferences,hologic|three investor conferences,nifty_216,Hologic To Participate In Three Investor Conferences,hologic|three investor conferences,1.0000005,1.0,89
nifty_217,EA to Present at Goldman Sachs Technology and Internet Conference,goldman sachs technology and internet conference|ea|goldman|sachs|technology|internet,nifty_609,EA to Present at Goldman Sachs Technology and Internet Conference,goldman sachs technology and internet conference|ea|goldman|sachs|technology|internet,1.0000005,1.0,729
nifty_328,"FBL Financial Group to Present at Keefe, Bruyette & Woods Insurance Conference","fbl financial group|keefe, bruyette & woods insurance conference|fbl|financial|group|keefe|bruyette|woods|insurance",nifty_916,"FBL Financial Group to Present at Keefe, Bruyette & Woods Insurance Conference","fbl financial group|keefe, bruyette & woods insurance conference|fbl|financial|group|keefe|bruyette|woods|insurance",1.0000005,1.0,1094
nifty_376,Frontier Communications Corporation to Participate in Investor Conference,frontier communications corporation|investor conference|frontier|communications|corporation,nifty_655,Frontier Communications Corporation to Participate in Investor Conference,frontier communications corporation|investor conference|frontier|communications|corporation,1.0000005,1.0,526
nifty_376,Frontier Communications Corporation to Participate in Investor Conference,frontier communications corporation|investor conference|frontier|communications|corporation,nifty_820,Frontier Communications Corporation to Participate in Investor Conference,frontier communications corporation|investor conference|frontier|communications|corporation,1.0000005,1.0,835
nifty_476,Onyx Pharmaceuticals to Present at Upcoming Investor Conferences,onyx pharmaceuticals|upcoming investor conferences|onyx|pharmaceuticals,nifty_608,Onyx Pharmaceuticals to Present at Upcoming Investor Conferences,onyx pharmaceuticals|upcoming investor conferences|onyx|pharmaceuticals,1.0000005,1.0,252
nifty_529,Orexigen Therapeutics Announces Presentations at Upcoming Investor Conferences,orexigen therapeutics|presentations|upcoming investor conferences|orexigen|therapeutics,nifty_565,Orexigen Therapeutics Announces Presentations at Upcoming Investor Conferences,orexigen therapeutics|presentations|upcoming investor conferences|orexigen|therapeutics,1.0000005,1.0,65
nifty_619,Cerner to Webcast Investment Community Meeting,cerner|investment community meeting|community,nifty_810,Cerner to Webcast Investment Community Meeting,cerner|investment community meeting|community,1.0000005,1.0,357
nifty_655,Skyworks to Present at Upcoming Investor Technology Conferences,skyworks|upcoming investor technology conferences,nifty_767,Skyworks to Present at Upcoming Investor Technology Conferences,skyworks|upcoming investor technology conferences,1.0000005,1.0,203
nifty_655,Frontier Communications Corporation to Participate in Investor Conference,frontier communications corporation|investor conference|frontier|communications|corporation,nifty_709,Frontier Communications Corporation to Participate in Investor Conference,frontier communications corporation|investor conference|frontier|communications|corporation,1.0000005,1.0,99
nifty_655,Frontier Communications Corporation to Participate in Investor Conference,frontier communications corporation|investor conference|frontier|communications|corporation,nifty_773,Frontier Communications Corporation to Participate in Investor Conference,frontier communications corporation|investor conference|frontier|communications|corporation,1.0000005,1.0,217
