id1,text1,entity1,id2,text2,entity2,text_similarity_score,entity_similarity_score,date_difference
nifty_37,HIGHLIGHTS-EU finance ministers' meeting,highlights-eu finance ministers' meeting|eu,nifty_498,HIGHLIGHTS-EU finance ministers' meeting,highlights-eu finance ministers' meeting|eu,1.0000008,1.0,847
nifty_93,Euro-Zone Factory Orders Rise,euro-zone factory orders,nifty_126,Euro-Zone Factory Orders Rise,euro-zone factory orders,1.0000006,1.0,61
nifty_62,Euro-Zone Business Confidence Improves,euro-zone business confidence,nifty_146,Euro-Zone Business Confidence Improves,euro-zone business confidence,1.0000004,1.0,153
nifty_214,Euro-Zone Producer Prices Surge,euro-zone producer prices,nifty_229,Euro-Zone Producer Prices Surge,euro-zone producer prices,1.0000004,1.0,28
nifty_322,Euro-Zone Inflation Eases,euro-zone inflation,nifty_427,Euro-Zone Inflation Eases,euro-zone inflation,1.0000004,1.0,196
nifty_5,Business Update: ECB holds rates,business update|ecb|rates|business|update,nifty_31,Business Update: ECB holds rates,business update|ecb|rates|business|update,1.0000002,1.0,49
nifty_53,Euro-Zone Industrial Output Rises,euro-zone industrial output,nifty_337,Euro-Zone Industrial Output Rises,euro-zone industrial output,1.0000002,1.0,518
nifty_53,Euro-Zone Industrial Output Rises,euro-zone industrial output,nifty_354,Euro-Zone Industrial Output Rises,euro-zone industrial output,1.0000002,1.0,547
nifty_53,Euro-Zone Industrial Output Rises,euro-zone industrial output,nifty_874,Euro-Zone Industrial Output Rises,euro-zone industrial output,1.0000002,1.0,1520
nifty_147,TIMELINE-Euro zone struggles with debt,timeline-euro zone struggles|debt|timeline|euro,nifty_150,TIMELINE-Euro zone struggles with debt,timeline-euro zone struggles|debt|timeline|euro,1.0000002,1.0,6
nifty_337,Euro-Zone Industrial Output Rises,euro-zone industrial output,nifty_354,Euro-Zone Industrial Output Rises,euro-zone industrial output,1.0000002,1.0,29
nifty_337,Euro-Zone Industrial Output Rises,euro-zone industrial output,nifty_874,Euro-Zone Industrial Output Rises,euro-zone industrial output,1.0000002,1.0,1002
nifty_354,Euro-Zone Industrial Output Rises,euro-zone industrial output,nifty_874,Euro-Zone Industrial Output Rises,euro-zone industrial output,1.0000002,1.0,973
nifty_1115,Eurozone Jobless Rate Falls,eurozone jobless rate,nifty_1350,Eurozone Jobless Rate Falls,eurozone jobless rate,1.0000002,1.0,429
nifty_1211,Eurozone Slides Back Into Deflation,eurozone|deflation,nifty_1256,Eurozone Slides Back Into Deflation,eurozone|deflation,1.0000002,1.0,79
nifty_53,Euro-Zone Industrial Output Rises,euro-zone industrial output,nifty_534,Euro-Zone Industrial Output Rises,euro-zone industrial output,1.0000001,1.0,882
nifty_99,FACTBOX-Coming events in euro zone debt crisis,factbox|coming events|euro zone debt crisis|euro,nifty_234,FACTBOX-Coming events in euro zone debt crisis,factbox|coming events|euro zone debt crisis|euro,1.0000001,1.0,246
nifty_99,FACTBOX-Coming events in euro zone debt crisis,factbox|coming events|euro zone debt crisis|euro,nifty_265,FACTBOX-Coming events in euro zone debt crisis,factbox|coming events|euro zone debt crisis|euro,1.0000001,1.0,302
nifty_103,EXECUTIVE VIEW-Impact of euro zone debt crisis,executive view|impact|euro zone debt crisis|executive|euro,nifty_110,EXECUTIVE VIEW-Impact of euro zone debt crisis,executive view|impact|euro zone debt crisis|executive|euro,1.0000001,1.0,13
nifty_103,FACTBOX-Coming events in euro zone debt crisis,factbox|coming events|euro zone debt crisis|euro,nifty_234,FACTBOX-Coming events in euro zone debt crisis,factbox|coming events|euro zone debt crisis|euro,1.0000001,1.0,239
nifty_103,FACTBOX-Coming events in euro zone debt crisis,factbox|coming events|euro zone debt crisis|euro,nifty_265,FACTBOX-Coming events in euro zone debt crisis,factbox|coming events|euro zone debt crisis|euro,1.0000001,1.0,295
nifty_103,Euro-Zone Inflation Slows,euro-zone inflation,nifty_288,Euro-Zone Inflation Slows,euro-zone inflation,1.0000001,1.0,337
nifty_103,Euro-Zone Inflation Slows,euro-zone inflation,nifty_868,Euro-Zone Inflation Slows,euro-zone inflation,1.0000001,1.0,1420
nifty_112,"FACTBOX-U.S., European bank writedowns, credit losses","factbox|-u.s., european bank writedowns|credit losses|u.s.",nifty_128,"FACTBOX-U.S., European bank writedowns, credit losses","factbox|-u.s., european bank writedowns|credit losses|u.s.",1.0000001,1.0,28
nifty_112,"FACTBOX-U.S., European bank writedowns, credit losses","factbox|-u.s., european bank writedowns|credit losses|u.s.",nifty_147,"FACTBOX-U.S., European bank writedowns, credit losses","factbox|-u.s., european bank writedowns|credit losses|u.s.",1.0000001,1.0,63
nifty_165,Overnight deposits at ECB fall,overnight deposits|ecb,nifty_214,Overnight deposits at ECB fall,overnight deposits|ecb,1.0000001,1.0,92
nifty_234,FACTBOX-Coming events in euro zone debt crisis,factbox|coming events|euro zone debt crisis|euro,nifty_265,FACTBOX-Coming events in euro zone debt crisis,factbox|coming events|euro zone debt crisis|euro,1.0000001,1.0,56
nifty_234,FACTBOX-Coming events in euro zone debt crisis,factbox|coming events|euro zone debt crisis|euro,nifty_273,FACTBOX-Coming events in euro zone debt crisis,factbox|coming events|euro zone debt crisis|euro,1.0000001,1.0,70
nifty_245,Euro-Zone Confidence Falls,euro-zone confidence,nifty_528,Euro-Zone Confidence Falls,euro-zone confidence,1.0000001,1.0,519
nifty_265,FACTBOX-Coming events in euro zone debt crisis,factbox|coming events|euro zone debt crisis|euro,nifty_273,FACTBOX-Coming events in euro zone debt crisis,factbox|coming events|euro zone debt crisis|euro,1.0000001,1.0,14
nifty_288,Euro-Zone Inflation Slows,euro-zone inflation,nifty_868,Euro-Zone Inflation Slows,euro-zone inflation,1.0000001,1.0,1083
nifty_337,Euro-Zone Industrial Output Rises,euro-zone industrial output,nifty_534,Euro-Zone Industrial Output Rises,euro-zone industrial output,1.0000001,1.0,364
