id1,text1,entity1,id2,text2,entity2,text_similarity_score,entity_similarity_score,date_difference
nifty_608,"Fed says internal site breached by hackers, no critical functions affected",fed|internal site|hackers|no critical functions,nifty_609,"Fed says internal site breached by hackers, no critical functions affected",fed|internal site|hackers|no critical functions,1.000001,1.0,1
nifty_708,Developer favorite Digital Ocean nabs $3.2M for its cloud hosting service,developer favorite digital ocean|its cloud hosting service|digital|ocean,nifty_709,Developer favorite Digital Ocean nabs $3.2M for its cloud hosting service,developer favorite digital ocean|its cloud hosting service|digital|ocean,1.0000008,1.0,1
nifty_767,Arbor Networksâ Arabella Hallawell to Speak at the FS-ISAC Fall Summit on âHow the New DDoS Attacks Are Changing the Way Financial Services Companies Defend Their Uptimeâ,arbor networksâ arabella hallawell|the fs-isac fall summit|the new ddos attacks|the way|financial services companies|arbor|arabella|hallawell|fs|isac|fall|summit,nifty_768,Arbor Networksâ Arabella Hallawell to Speak at the FS-ISAC Fall Summit on âHow the New DDoS Attacks Are Changing the Way Financial Services Companies Defend Their Uptimeâ,arbor networksâ arabella hallawell|the fs-isac fall summit|the new ddos attacks|the way|financial services companies|arbor|arabella|hallawell|fs|isac|fall|summit,1.0000005,1.0,1
nifty_444, Trustwave Named a Leader in Managed Security Services by Independent Research Firm,trustwave|a leader|managed security services|independent research firm|security|services,nifty_966,Trustwave Named a Leader in Managed Security Services by Independent Research Firm,trustwave|a leader|managed security services|independent research firm|security|services,1.0000004,1.0,971
nifty_612,"Zscaler Delivers ""Big Visibility"" Security Analytics for Real-Time Insight Into Global Cloud, Web, Mobile Traffic","zscaler|""big visibility"" security analytics|real-time insight|global cloud, web, mobile traffic",nifty_614,"Zscaler Delivers ""Big Visibility"" Security Analytics for Real-Time Insight into Global Cloud, Web, Mobile Traffic","zscaler|""big visibility"" security analytics|real-time insight|global cloud, web, mobile traffic",1.0000004,1.0,2
nifty_499,Microsoft Awards Top-Performing Partners at Microsoft Worldwide Partner Conference,microsoft|top-performing partners|microsoft worldwide partner conference|worldwide|partner,nifty_691,Microsoft awards top-performing partners at Microsoft Worldwide Partner Conference,microsoft|top-performing partners|microsoft worldwide partner conference|worldwide|partner|conference,1.0000004,0.8333333333333334,363
nifty_53, Security Solutions Discussed by Industry Leaders in SecurityStockWatch.com Interviews,security solutions|industry leaders|securitystockwatch.com interviews,nifty_134, Security Solutions Discussed by Industry Leaders in SecurityStockWatch.com Interviews,security solutions|industry leaders|securitystockwatch.com interviews,1.0000002,1.0,147
nifty_545,Governor Corbett Proclaims October as 'Cyber Security Awareness Month',governor corbett|october|cyber security awareness month|governor|corbett|cyber|security|awareness,nifty_935,Governor Corbett Proclaims October as 'Cyber Security Awareness Month',governor corbett|october|cyber security awareness month|governor|corbett|cyber|security|awareness,1.0000002,1.0,729
nifty_166,Research and Markets: 3Q.2010 North America Handset Market Share and Forecast: Mobile Handset Shipments in North America to rise to 182.6 million in 2011,research|markets|north america handset market share|forecast|mobile handset shipments|north america|north|america,nifty_214,Research and Markets: 3Q.2010 North America Handset Market Share and Forecast: Mobile Handset Shipments in North America to rise to 182.6 million in 2011,research|markets|north america handset market share|forecast|mobile handset shipments|north america|north|america,1.0000001,1.0,91
nifty_219,Factbox: Security developments in Pakistan,factbox|security developments|pakistan,nifty_352,Factbox: Security developments in Pakistan,factbox|security developments|pakistan,1.0000001,1.0,243
