id1,text1,entity1,id2,text2,entity2,text_similarity_score,entity_similarity_score,date_difference
nifty_1173,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,nifty_1324,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,1.0000008,1.0,279
nifty_746,"Early Morning Insight: CONSOL Energy Inc., Teck Resources Ltd, BHP Billiton PLC, and Paramount Gold and Silver Corp.",early morning insight|consol energy inc.|teck resources ltd|bhp billiton plc|paramount gold|silver corp.|consol|energy|inc.|teck|resources|ltd|bhp|billiton|plc|paramount|gold|silver|corp.,nifty_759,"Early Morning Insight: CONSOL Energy Inc., Teck Resources Ltd, BHP Billiton PLC, and Paramount Gold and Silver Corp.",early morning insight|consol energy inc.|teck resources ltd|bhp billiton plc|paramount gold|silver corp.|consol|energy|inc.|teck|resources|ltd|bhp|billiton|plc|paramount|gold|silver|corp.,1.0000006,1.0,22
nifty_976,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,nifty_1324,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,1.0000006,1.0,644
nifty_1220,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,nifty_1324,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,1.0000006,1.0,189
nifty_1274,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,nifty_1324,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,1.0000006,1.0,91
nifty_976,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,nifty_1173,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,1.0000005,1.0,365
nifty_1173,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,nifty_1220,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,1.0000005,1.0,90
nifty_1173,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,nifty_1274,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,1.0000005,1.0,188
nifty_134,"Zacks Earnings Trends Highlights: Johnson & Johnson, Chevron and DuPont",zacks earnings trends highlights|johnson|chevron|dupont|zacks,nifty_141,"Zacks Earnings Trends Highlights: Johnson & Johnson, Chevron and DuPont",zacks earnings trends highlights|johnson|chevron|dupont|zacks,1.0000004,1.0,13
nifty_193,"Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero and Tesoro",zacks analyst blog highlights|exxonmobil|chevron|conocophillips|valero|tesoro|highlights,nifty_244,"Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero and Tesoro",zacks analyst blog highlights|exxonmobil|chevron|conocophillips|valero|tesoro|highlights,1.0000004,1.0,92
nifty_227,"Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero and Tesoro",zacks analyst blog highlights|exxonmobil|chevron|conocophillips|valero|tesoro|highlights,nifty_244,"Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero and Tesoro",zacks analyst blog highlights|exxonmobil|chevron|conocophillips|valero|tesoro|highlights,1.0000004,1.0,29
nifty_534,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,nifty_583,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,1.0000004,1.0,92
nifty_534,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,nifty_769,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,1.0000004,1.0,439
nifty_534,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,nifty_926,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,1.0000004,1.0,734
nifty_583,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,nifty_926,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,1.0000004,1.0,642
nifty_769,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,nifty_926,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,1.0000004,1.0,295
nifty_810,Philip Morris International Inc. Presents at the Consumer Analyst Group of New York (CAGNY) Conference,philip morris international inc.|new york|cagny|philip|morris|international|inc.|consumer|analyst|group|new|york|conference,nifty_1008,Philip Morris International Inc. Presents at the Consumer Analyst Group of New York (CAGNY) Conference,philip morris international inc.|new york|cagny|philip|morris|international|inc.|consumer|analyst|group|new|york|conference,1.0000004,1.0,366
nifty_976,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,nifty_1220,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,1.0000004,1.0,455
nifty_976,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,nifty_1274,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,1.0000004,1.0,553
nifty_1220,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,nifty_1274,FedEx Earnings: What to Watch,fedex earnings|what|fedex|earnings,1.0000004,1.0,98
nifty_110," Goldman Research Group Morning Report: Ford, SiriusXM, Bank of America, Citigroup Inc., Ambac Financial, Intel and",goldman research group morning report|ford|siriusxm|bank|america|citigroup inc.|ambac financial|intel|goldman|research|group|morning|report|citigroup|inc.|ambac|financial,nifty_122," Goldman Research Group Morning Report: Ford, SiriusXM, Bank of America, Citigroup Inc., Ambac Financial, Intel and",goldman research group morning report|ford|siriusxm|bank|america|citigroup inc.|ambac financial|intel|goldman|research|group|morning|report|citigroup|inc.|ambac|financial,1.0000002,1.0,21
nifty_185,BMR Reveals High-Yield Stock Picks for 2011,bmr|high-yield stock picks,nifty_187,BMR Reveals High-Yield Stock Picks for 2011,bmr|high-yield stock picks,1.0000002,1.0,5
nifty_252,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,nifty_450,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,1.0000002,1.0,365
nifty_252,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,nifty_534,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,1.0000002,1.0,519
nifty_252,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,nifty_647,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,1.0000002,1.0,736
nifty_252,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,nifty_926,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,1.0000002,1.0,1253
nifty_353,"The Zacks Analyst Blog Highlights: Baker Hughes, Transocean, Diamond Offshore, Noble and Helmerich & Payne",the zacks analyst blog highlights|baker hughes|transocean|diamond offshore|noble|helmerich|payne|zacks|baker|hughes|diamond|offshore,nifty_565,"The Zacks Analyst Blog Highlights: Baker Hughes, Transocean, Diamond Offshore, Noble and Helmerich & Payne",the zacks analyst blog highlights|baker hughes|transocean|diamond offshore|noble|helmerich|payne|zacks|baker|hughes|diamond|offshore,1.0000002,1.0,393
nifty_450,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,nifty_534,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,1.0000002,1.0,154
nifty_450,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,nifty_647,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,1.0000002,1.0,371
nifty_450,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,nifty_926,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,fitch|recovery analyses|u.s. media & entertainment sector|u.s.,1.0000002,1.0,888
nifty_739,State of Tech: A Guide to the Q2 2013 Earnings Season that Boldly,state|tech|a guide|the q2 2013 earnings season|q2,nifty_740,State of Tech: A Guide to the Q2 2013 Earnings Season that Boldly,state|tech|a guide|the q2 2013 earnings season|q2,1.0000002,1.0,1
nifty_152," GladiatorStocks.com Daily Investment Stock Report Alerts: Apple, Inc., Ford Motor Company, General Electric Company and","gladiatorstocks.com daily investment stock report alerts|apple, inc.|ford motor company|general electric company|gladiatorstocks.com|report|alerts|apple|inc.|ford|motor|company|general|electric",nifty_189," GladiatorStocks.com Daily Investment Stock Report Alerts: Apple, Inc., Ford Motor Company, General Electric Company and","gladiatorstocks.com daily investment stock report alerts|apple, inc.|ford motor company|general electric company|gladiatorstocks.com|report|alerts|apple|inc.|ford|motor|company|general|electric",1.0000001,1.0,66
nifty_193,"Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero and Tesoro",zacks analyst blog highlights|exxonmobil|chevron|conocophillips|valero|tesoro|highlights,nifty_227,"Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero and Tesoro",zacks analyst blog highlights|exxonmobil|chevron|conocophillips|valero|tesoro|highlights,1.0000001,1.0,63
